event_name,event_date,event_location,event_section,event_link,scraped_at_utc,uid
The Best of a1 Live in Singapore 2026,"Wednesday, March 25, 2026",The Star,The Star Events,https://www.thestar.sg/events/the-best-of-a1-live-in-singapore-2026,2025-11-21 05:49:56+0000,"The Best of a1 Live in Singapore 2026 | Wednesday, March 25, 2026 | The Star | https://www.thestar.sg/events/the-best-of-a1-live-in-singapore-2026"
Professor Brian Cox Emergence World Tour,"Wednesday, June 10, 2026",The Star,The Star Events,https://www.thestar.sg/events/professor-brian-cox-emergence-world-tour,2025-11-21 05:49:56+0000,"Professor Brian Cox Emergence World Tour | Wednesday, June 10, 2026 | The Star | https://www.thestar.sg/events/professor-brian-cox-emergence-world-tour"
The Neighbourhood - THE WOURLD TOUR,"Tuesday, July 14, 2026",The Star,The Star Events,https://www.thestar.sg/events/the-neighbourhood-the-wourld-tour,2025-11-21 05:49:56+0000,"The Neighbourhood - THE WOURLD TOUR | Tuesday, July 14, 2026 | The Star | https://www.thestar.sg/events/the-neighbourhood-the-wourld-tour"
Dr Jason Leong : In Laughing Memory,"Friday, October 23, 2026",The Star,The Star Events,https://www.thestar.sg/events/dr-jason-leong-in-laughing-memory,2025-11-21 05:49:56+0000,"Dr Jason Leong : In Laughing Memory | Friday, October 23, 2026 | The Star | https://www.thestar.sg/events/dr-jason-leong-in-laughing-memory"
Charlotte de Witte,Charlotte de Witte,Pasir Panjang Power Station,Songkick Pasir Panjang Power Station,https://www.songkick.com/concerts/42866102-charlotte-de-witte-at-pasir-panjang-power-station,2025-11-21 06:24:37+0000,Charlotte de Witte | Charlotte de Witte | Pasir Panjang Power Station | https://www.songkick.com/concerts/42866102-charlotte-de-witte-at-pasir-panjang-power-station
"Yang Shuxiang, Saenghaengfah Tosakul (Jeegy), Thantakorn Lakanasirorat (Tat), Chee Jun Sian, Beatrice Lin, Xavier Lim, and Jingyun Ng (Jyn)","Yang Shuxiang, Saenghaengfah Tosakul (Jeegy), Thantakorn Lakanasirorat (Tat), Chee Jun Sian, Beatrice Lin, Xavier Lim, and Jingyun Ng (Jyn)",Pasir Panjang Power Station,Songkick Pasir Panjang Power Station,https://www.songkick.com/concerts/42894171-yang-shuxiang-at-pasir-panjang-power-station,2025-11-21 06:24:37+0000,"Yang Shuxiang, Saenghaengfah Tosakul (Jeegy), Thantakorn Lakanasirorat (Tat), Chee Jun Sian, Beatrice Lin, Xavier Lim, and Jingyun Ng (Jyn) | Yang Shuxiang, Saenghaengfah Tosakul (Jeegy), Thantakorn Lakanasirorat (Tat), Chee Jun Sian, Beatrice Lin, Xavier Lim, and Jingyun Ng (Jyn) | Pasir Panjang Power Station | https://www.songkick.com/concerts/42894171-yang-shuxiang-at-pasir-panjang-power-station"
Cavetown,Cavetown,Pasir Panjang Power Station,Songkick Pasir Panjang Power Station,https://www.songkick.com/concerts/42827170-cavetown-at-pasir-panjang-power-station,2025-11-21 06:24:37+0000,Cavetown | Cavetown | Pasir Panjang Power Station | https://www.songkick.com/concerts/42827170-cavetown-at-pasir-panjang-power-station
Universal Traveller Winter Wear & Luggage Mega Expo Sale,28 - 30 Nov 2025,,"6 - 27 Nov 2025
Atrium 6 (Outside Hall 6)
KpopX Fitness (November 2025 Edition)
KNOW MORE
28 - 30 Nov 2025
Hall 6B
Babyland Mega One Stop Baby Fair
KNOW MORE
28 - 30 Nov 2025
Garnet Meeting Rooms
Mercury Festival Fairies & Fable
KNOW MORE
28 - 30 Nov 2025
Hall 6A
Universal Traveller Winter Wear & Luggage Mega Expo Sale
KNOW MORE
29 - 30 Nov 2025
Hall 2
Singapore Urban Sport + Fitness Festival
KNOW MORE
29 - 30 Nov 2025
Halls 3 - 5
AIA HYROX Singapore
KNOW MORE
4 - 18 Dec 2025
Atrium 6 (Outside Hall 6)
KpopX Fitness (December 2025 Edition)
KNOW MORE
5 - 8 Dec 2025
Hall 4
Asia Pacific Food Expo 2025
KNOW MORE
5 - 7 Dec 2025
Hall 6A
Beauty Fiesta Christmas 2025
KNOW MORE
5 Dec 2025
Arena @ EXPO
Tyla: We Wanna Party Asia in Singapore
KNOW MORE
LOAD MORE",https://www.singaporeexpo.com.sg/what-s-on/events-expo/universal-traveller-winter-wear--luggage-mega-expo-sale,2025-11-25 03:31:17+0000,Universal Traveller Winter Wear & Luggage Mega Expo Sale | 28 - 30 Nov 2025 |  | https://www.singaporeexpo.com.sg/what-s-on/events-expo/universal-traveller-winter-wear--luggage-mega-expo-sale
LINK ATRIUM,5 - 7 Dec 2025,,"4 - 18 Dec 2025
Atrium 6 (Outside Hall 6)
KpopX Fitness (December 2025 Edition)
KNOW MORE
5 - 8 Dec 2025
Hall 4
Asia Pacific Food Expo 2025
KNOW MORE
5 - 7 Dec 2025
Hall 6A
Beauty Fiesta Christmas 2025
KNOW MORE
5 - 7 Dec 2025
Foyer 2, Level 2
LINK ATRIUM
KNOW MORE
LOAD MORE",https://www.singaporeexpo.com.sg/what-s-on/events-expo/link-atrium,2025-12-02 06:38:06+0000,LINK ATRIUM | 5 - 7 Dec 2025 |  | https://www.singaporeexpo.com.sg/what-s-on/events-expo/link-atrium
ZUTOMAYO INTENSE II「坐・ZOMBIE CRAB LABO」 IN SINGAPORE 2026,"Friday, April 17, 2026",The Star,The Star Events,https://www.thestar.sg/events/zutomayo-intense-ii-zuo-zombie-crab-labo-in-singapore-2026,2025-12-02 06:38:19+0000,"ZUTOMAYO INTENSE II「坐・ZOMBIE CRAB LABO」 IN SINGAPORE 2026 | Friday, April 17, 2026 | The Star | https://www.thestar.sg/events/zutomayo-intense-ii-zuo-zombie-crab-labo-in-singapore-2026"
"""Till the End of the World"" Show Wesugi Asia Tour 2025 in Singapore",27 Dec 2025,,"4 - 18 Dec 2025
Atrium 6 (Outside Hall 6)
KpopX Fitness (December 2025 Edition)
KNOW MORE
27 Dec 2025
Arena @ EXPO
""Till the End of the World"" Show Wesugi Asia Tour 2025 in Singapore
KNOW MORE
LOAD MORE",https://www.singaporeexpo.com.sg/what-s-on/events-expo/till-the-end-show-wesugi-asia-tour-2025-in-singapore,2025-12-15 08:21:01+0000,"""Till the End of the World"" Show Wesugi Asia Tour 2025 in Singapore | 27 Dec 2025 |  | https://www.singaporeexpo.com.sg/what-s-on/events-expo/till-the-end-show-wesugi-asia-tour-2025-in-singapore"
[CANCELLED] Malam Melukis Cinta,"Friday, January 16, 2026",The Star,The Star Events,https://www.thestar.sg/events/rizky-febian-malam-melukis-cinta,2025-12-15 08:21:11+0000,"[CANCELLED] Malam Melukis Cinta | Friday, January 16, 2026 | The Star | https://www.thestar.sg/events/rizky-febian-malam-melukis-cinta"
Secondhand Serenade : Live in Singapore,"Saturday, January 24, 2026",The Star,The Star Events,https://www.thestar.sg/events/secondhand-serenade-live-in-singapore,2025-12-15 08:21:11+0000,"Secondhand Serenade : Live in Singapore | Saturday, January 24, 2026 | The Star | https://www.thestar.sg/events/secondhand-serenade-live-in-singapore"
DIOR 大颖 2026《KAMPUNG GIRL 普通人》世界巡回演唱会 新加坡站,"Saturday, March 28, 2026",The Star,The Star Events,https://www.thestar.sg/events/dior-da-ying-2026-kampung-girl-pu-tong-ren,2025-12-15 08:21:11+0000,"DIOR 大颖 2026《KAMPUNG GIRL 普通人》世界巡回演唱会 新加坡站 | Saturday, March 28, 2026 | The Star | https://www.thestar.sg/events/dior-da-ying-2026-kampung-girl-pu-tong-ren"
Kraftwerk: Multimedia Tour in Singapore,"Friday, May 8, 2026",The Star,The Star Events,https://www.thestar.sg/events/kraftwerk-multimedia-tour-in-singapore,2025-12-15 08:21:11+0000,"Kraftwerk: Multimedia Tour in Singapore | Friday, May 8, 2026 | The Star | https://www.thestar.sg/events/kraftwerk-multimedia-tour-in-singapore"
